ID_MEDICAMENTO,DESCRIPCION,Laboratorio,Condicion_Venta,PRECIO_UNITARIO,FechaCompra,FechaCaducidad,Porcentaje_Efectividad,INVENTARIO
1775,GLÓBULO COMPUESTO Nº 14,KNOP LABORATORIOS S.A.,Directa, $23.536,01-02-2021,06-12-2025,89%,27
1776,GLÓBULO COMPUESTO Nº 15,KNOP LABORATORIOS S.A.,Directa, $35.751,02-03-2021,18-08-2026,98%,67
1777,GLÓBULO COMPUESTO Nº 15A,KNOP LABORATORIOS S.A.,Directa, $63.155,09-01-2022,15-11-2024,99%,61
1778,GLOBULO COMPUESTO Nº 16,KNOP LABORATORIOS S.A.,Directa, $71.421,21-01-2022,13-05-2026,96%,65
1779,GLÓBULO COMPUESTO Nº 17,KNOP LABORATORIOS S.A.,Directa, $50.928,20-09-2020,16-04-2027,90%,11
1780,GLÓBULO COMPUESTO Nº 18,KNOP LABORATORIOS S.A.,Directa, $74.302,27-02-2022,10-04-2027,100%,15
1781,GLÓBULO COMPUESTO Nº 19,KNOP LABORATORIOS S.A.,Directa, $22.042,30-10-2020,06-12-2025,100%,63
1782,GLÓBULO COMPUESTO Nº 20,KNOP LABORATORIOS S.A.,Directa, $85.981,08-09-2021,18-08-2026,89%,6
1783,GLÓBULO COMPUESTO Nº 21,KNOP LABORATORIOS S.A.,Directa, $33.125,11-02-2022,15-11-2024,96%,63
1784,GLOBULO COMPUESTO Nº 22,KNOP LABORATORIOS S.A.,Directa, $65.244,20-02-2021,13-05-2026,96%,56
1785,GLOBULO COMPUESTO Nº 23,KNOP LABORATORIOS S.A.,Directa, $20.786,05-12-2019,16-04-2027,99%,92
1786,GLOBULO COMPUESTO Nº 24,KNOP LABORATORIOS S.A.,Directa, $37.020,07-12-2020,10-04-2027,82%,16
1787,GLOBULO COMPUESTO Nº 25,KNOP LABORATORIOS S.A.,Directa, $18.493,07-08-2021,06-12-2025,86%,82
1788,GLOBULO COMPUESTO Nº 26,KNOP LABORATORIOS S.A.,Directa, $62.852,21-03-2022,18-08-2026,92%,27
1789,GLÓBULO COMPUESTO Nº 27,KNOP LABORATORIOS S.A.,Directa, $13.355,07-03-2021,15-11-2024,96%,28
1790,GLÓBULO COMPUESTO Nº 28,KNOP LABORATORIOS S.A.,Directa, $72.030,06-12-2019,13-05-2026,80%,49
1791,GLÓBULO COMPUESTO Nº 28A,KNOP LABORATORIOS S.A.,Directa, $30.011,03-03-2020,16-04-2027,98%,55
1792,GLÓBULO COMPUESTO Nº 29,KNOP LABORATORIOS S.A.,Directa, $10.133,24-11-2020,10-04-2027,86%,95
1793,GLÓBULO COMPUESTO Nº 30,KNOP LABORATORIOS S.A.,Directa, $32.032,31-01-2021,06-12-2025,85%,58
1794,GLÓBULO COMPUESTO Nº 31,KNOP LABORATORIOS S.A.,Directa, $58.203,31-12-2019,18-08-2026,90%,73
1795,LACHESS COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $48.885,16-01-2022,15-11-2024,89%,24
1796,GLÓBULO COMPUESTO Nº 33,KNOP LABORATORIOS S.A.,Directa, $18.627,18-07-2020,13-05-2026,86%,91
1797,GLÓBULO COMPUESTO Nº 34,KNOP LABORATORIOS S.A.,Directa, $11.256,14-03-2021,16-04-2027,87%,74
1798,GLÓBULO COMPUESTO Nº 35,KNOP LABORATORIOS S.A.,Directa, $16.300,13-01-2021,10-04-2027,98%,59
1799,GLOBULO COMPUESTO Nº 36,KNOP LABORATORIOS S.A.,Directa, $18.714,02-11-2020,06-12-2025,90%,45
1800,FLUCOCCINUM COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $85.684,16-01-2022,18-08-2026,82%,8
1801,GLÓBULO COMPUESTO Nº 38,KNOP LABORATORIOS S.A.,Directa, $86.559,23-12-2020,15-11-2024,87%,40
1802,GLÓBULO COMPUESTO Nº 38A,KNOP LABORATORIOS S.A.,Directa, $81.992,27-12-2019,13-05-2026,80%,49
1803,GLÓBULO COMPUESTO Nº 40,KNOP LABORATORIOS S.A.,Directa, $84.996,09-03-2021,16-04-2027,81%,21
1804,GLOBULO COMPUESTO Nº 42,KNOP LABORATORIOS S.A.,Directa, $60.086,12-12-2020,10-04-2027,84%,41
1805,GLOBULO COMPUESTO Nº 43,KNOP LABORATORIOS S.A.,Directa, $21.332,11-07-2020,06-12-2025,91%,27
1806,GLOBULO COMPUESTO Nº 44,KNOP LABORATORIOS S.A.,Directa, $16.355,25-10-2020,18-08-2026,92%,29
1807,GLÓBULO COMPUESTO Nº 45,KNOP LABORATORIOS S.A.,Directa, $78.826,25-12-2019,15-11-2024,92%,6
1808,GLÓBULO COMPUESTO Nº 46,KNOP LABORATORIOS S.A.,Directa, $11.663,30-08-2021,13-05-2026,92%,60
1809,GLOBULO COMPUESTO Nº 47,KNOP LABORATORIOS S.A.,Directa, $54.614,12-05-2022,16-04-2027,95%,98
1810,GLOBULO COMPUESTO Nº 48,KNOP LABORATORIOS S.A.,Directa, $88.253,15-03-2022,10-04-2027,91%,59
1811,GLÓBULO COMPUESTO N°49,KNOP LABORATORIOS S.A.,Directa, $80.380,28-02-2021,06-12-2025,90%,42
1812,GLOBULO COMPUESTO Nº 50,KNOP LABORATORIOS S.A.,Directa, $77.792,13-06-2020,18-08-2026,84%,100
1813,GLOBULO COMPUESTO Nº 51,KNOP LABORATORIOS S.A.,Directa, $55.910,21-01-2020,15-11-2024,81%,15
1814,GLOBULO COMPUESTO Nº 53,KNOP LABORATORIOS S.A.,Directa, $84.798,05-06-2020,13-05-2026,80%,46
1815,GLOBULO COMPUESTO Nº 54,KNOP LABORATORIOS S.A.,Directa, $36.818,23-04-2021,16-04-2027,85%,17
1816,GLOBULO COMPUESTO Nº 55,KNOP LABORATORIOS S.A.,Directa, $69.446,21-12-2019,10-04-2027,97%,12
1817,SILIK COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $58.510,12-01-2020,06-12-2025,87%,2
1818,GLOBULO COMPUESTO Nº 57,KNOP LABORATORIOS S.A.,Directa, $72.164,24-08-2021,18-08-2026,98%,78
1819,GLOBULO COMPUESTO Nº 58,KNOP LABORATORIOS S.A.,Directa, $20.959,25-03-2020,15-11-2024,89%,94
1820,ENGYSTOL COMPRIMIDOS,Productos Farmacéuticos Heel Chile Ltda.,Directa, $61.747,15-01-2021,13-05-2026,83%,95
1821,HEPABOLDIN JARABE,LABORATORIO ESPECIALIDADES FARMACÉUTICAS KNOP LTDA.,Directa, $60.621,04-04-2021,16-04-2027,90%,72
1822,IKOPLEX Nº 10 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $47.474,30-04-2022,10-04-2027,90%,23
1823,IKOPLEX N°5 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $41.169,20-12-2020,06-12-2025,88%,39
1824,IKOPLEX Nº 3 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $28.700,15-09-2021,18-08-2026,92%,100
1825,IKOPLEX Nº 21 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $34.036,07-07-2020,15-11-2024,89%,69
1826,IKOPLEX Nº 23 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $33.556,29-06-2021,13-05-2026,96%,56
1827,IKOPLEX Nº 14 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $69.572,06-03-2020,16-04-2027,85%,23
1828,IKOPLEX Nº11 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $29.089,19-03-2022,10-04-2027,89%,20
1829,IKOPLEX Nº 22 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $42.944,31-03-2021,06-12-2025,84%,36
1830,IKOPLEX Nº 12 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $31.834,23-04-2021,18-08-2026,100%,89
1831,IKOPLEX N°19 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $24.837,20-01-2022,15-11-2024,89%,52
1832,IKOPLEX Nº 13 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $30.250,15-05-2022,13-05-2026,100%,72
1833,IKOPLEX Nº 9 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $50.894,07-09-2021,16-04-2027,100%,29
1834,IKOPLEX N°15 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $84.675,17-11-2020,10-04-2027,99%,72
1835,IKOPLEX Nº 2 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $67.404,30-01-2020,06-12-2025,100%,92
1836,IKOPLEX N°7 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $88.739,18-12-2021,18-08-2026,83%,98
1837,IKOPLEX Nº 6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $21.788,06-03-2020,15-11-2024,86%,54
1838,IKOPLEX Nº 18 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $26.986,07-07-2021,13-05-2026,96%,90
1839,IKOPLEX Nº 4 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $59.184,15-02-2020,16-04-2027,100%,8
1840,IKOPLEX Nº 8 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $11.637,25-01-2021,10-04-2027,99%,19
1841,IKOPLEX Nº 20 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $21.200,09-05-2020,06-12-2025,95%,85
1842,IKOPLEX Nº 24 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $87.923,06-01-2021,18-08-2026,82%,63
1843,IKOPLEX Nº 17 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $46.404,28-06-2021,16-04-2027,96%,59
1844,IKOPLEX Nº1 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $79.538,06-02-2022,10-04-2027,87%,60
1845,LOBELIA COMPUESTA I SOLUCIÓN PARA GOTAS ORALES,KNOP LABORATORIOS S.A.,Directa, $77.181,11-08-2020,06-12-2025,84%,76
1846,AVENA SATIVA TINTURA MADRE SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $57.022,11-03-2021,18-08-2026,88%,7
1847,ACID SULFUR COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $23.382,23-05-2021,15-11-2024,92%,94
1848,"THUJA TINTURA MADRE, SOLUCIÓN ORAL PARA GOTAS",KNOP LABORATORIOS S.A.,Directa, $41.985,22-05-2022,13-05-2026,100%,85
1849,CRATAEGUS TINTURA MADRE SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $85.120,01-08-2021,16-04-2027,84%,9
1850,CALÉNDULA TINTURA MADRE SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $15.156,25-04-2020,10-04-2027,91%,76
1851,ALFALFA TINTURA MADRE SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $66.708,04-11-2020,06-12-2025,83%,9
1852,HELONIAS COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $78.457,25-10-2021,18-08-2026,85%,81
1853,PASSIFLORA COMPUESTA SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $79.117,17-08-2021,15-11-2024,98%,94
1854,CRATAEGUS COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $49.169,09-04-2022,13-05-2026,81%,94
1855,IGNATIA COMPUESTA SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $73.379,05-12-2020,16-04-2027,96%,29
1856,AVENA SATIVA COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $32.685,25-04-2020,10-04-2027,93%,15
1857,BERBERIS-CANTHARIS COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $22.700,08-08-2021,06-12-2025,88%,12
1858,CHELIDONIUM COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $80.088,21-04-2022,18-08-2026,84%,23
1859,APIS COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $33.154,08-06-2020,15-11-2024,92%,26
1860,SANGUINARIA COMPUESTA SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $55.426,01-08-2021,13-05-2026,99%,22
1861,BERBERIS COMPUESTA SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $54.639,14-02-2021,16-04-2027,81%,83
1862,PERTUSSIN SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $18.337,25-03-2020,10-04-2027,80%,70
1863,TABACUM COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $54.476,23-04-2021,06-12-2025,83%,33
1864,ARENARIA COMPUESTA SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $30.515,20-04-2020,18-08-2026,84%,30
1865,ÁRNICA HAMAMELIS COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $60.961,18-09-2021,15-11-2024,93%,75
1866,ALGAS CON OLIVOS COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $35.362,18-10-2020,13-05-2026,100%,42
1867,CHAMOMILLA COMPUESTA SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $84.954,31-12-2019,16-04-2027,94%,98
1868,CHIMAPHILA COMPUESTA SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $11.357,14-02-2020,10-04-2027,84%,65
1869,RHUS TOXICODENDRON COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $12.204,07-04-2020,06-12-2025,84%,24
1870,IGNATIA COMPUESTA D8 SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $89.618,13-03-2020,18-08-2026,83%,51
1871,FUCUS LYCOPODIUM COMPUESTO SOLUCIÓN ORAL PARA GOTAS,FLAVIA WOLOSZYN Y CIA. LTDA.,Directa, $21.599,27-03-2020,15-11-2024,95%,38
1872,ESCARAMUJO TINTURA MADRE SOLUCIÓN ORAL PARA  GOTAS,KNOP LABORATORIOS S.A.,Directa, $79.707,20-04-2021,13-05-2026,99%,88
1873,SABAL SERRULATA COMPUESTA III SOLUCIÓN ORAL  PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $25.305,17-05-2021,16-04-2027,86%,16
1874,BELLADONA COMPUESTA SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $85.871,28-04-2022,10-04-2027,83%,84
1875,VARIPLANT SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $12.558,09-06-2021,06-12-2025,87%,99
1876,AURUM COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $35.915,14-03-2020,18-08-2026,97%,47
1877,INFLUK SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $62.409,05-05-2022,15-11-2024,99%,28
1878,SABAL SERRUL COMPUESTO I SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $60.297,23-11-2020,13-05-2026,95%,89
1879,SIMILIA Nº 130,LABORATORIO HOCHSTETTER S.A.,Directa, $51.302,23-05-2021,16-04-2027,88%,22
1880,OCULOHEEL SOLUCIÓN OFTÁLMICA,Productos Farmacéuticos Heel Chile Ltda.,Directa, $19.554,17-02-2020,10-04-2027,97%,86
1881,SIMILIA Nº 131,LABORATORIO HOCHSTETTER S.A.,Directa, $44.318,08-08-2021,06-12-2025,90%,61
1882,TRAUMEEL S POMADA,Productos Farmacéuticos Heel Chile Ltda.,Directa, $49.858,14-07-2021,18-08-2026,90%,85
1883,LUFFEEL SOLUCIÓN PARA INHALACIÓN NASAL,Productos Farmacéuticos Heel Chile Ltda.,Directa, $15.823,12-02-2020,15-11-2024,80%,1
1884,EUPHORBIUM COMPOSITUM S SOLUCIÓN PARA INHALACIÓN NASAL,Productos Farmacéuticos Heel Chile Ltda.,Directa, $61.600,23-04-2022,13-05-2026,99%,27
1885,G.U.G./X SOLUCIÓN PARA GOTAS ORALES,LAURA XIMENA POLANCO GONZÁLEZ,Directa, $14.120,22-03-2021,16-04-2027,83%,94
1886,SIMILIA Nº 132,LABORATORIO HOCHSTETTER S.A.,Directa, $62.955,05-03-2021,10-04-2027,83%,43
1887,GRIPPAKIT GLÓBULOS COMPUESTOS,LAURA XIMENA POLANCO GONZÁLEZ,Directa, $29.576,16-10-2020,06-12-2025,83%,9
1888,MELINERV SOLUCIÓN PARA GOTAS ORALES,LAURA XIMENA POLANCO GONZÁLEZ,Directa, $84.123,04-03-2021,18-08-2026,97%,23
1889,MELISA T.M. SOLUCIÓN PARA GOTAS ORALES,LAURA XIMENA POLANCO GONZÁLEZ,Directa, $37.006,08-08-2020,15-11-2024,97%,100
1890,GRIPP - HEEL COMPRIMIDOS SUBLINGUALES,Productos Farmacéuticos Heel Chile Ltda.,Directa, $59.397,01-11-2020,13-05-2026,93%,99
1891,ANGIN - HEEL SD COMPRIMIDOS SUBLINGUALES,Productos Farmacéuticos Heel Chile Ltda.,Directa, $17.485,16-05-2021,16-04-2027,98%,81
1892,TRAUMEEL S COMPRIMIDOS SUBLINGUALES,Productos Farmacéuticos Heel Chile Ltda.,Directa, $70.711,21-09-2020,10-04-2027,80%,57
1893,SIMILIA Nº 133,LABORATORIO HOCHSTETTER S.A.,Directa, $45.093,14-05-2020,06-12-2025,99%,60
1894,OLEUM JECOR COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $71.199,01-01-2022,18-08-2026,90%,21
1895,STRAMONIUM COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $39.535,20-07-2021,15-11-2024,84%,52
1896,FUCUS - PHYTOLACCA COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $70.599,10-02-2020,13-05-2026,90%,21
1897,MASTUERZO COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $31.550,19-07-2021,16-04-2027,86%,83
1898,CALÉNDULA ECHINACEA COMPUESTO SOLUCIÓN TÓPICA,KNOP LABORATORIOS S.A.,Directa, $31.777,18-03-2021,10-04-2027,83%,91
1899,GALEGA D4 SOLUCIÓN PARA GOTAS ORALES,KNOP LABORATORIOS S.A.,Directa, $46.060,19-12-2021,06-12-2025,92%,45
1900,CINERARIA D6 SOLUCIÓN PARA GOTAS ORALES,KNOP LABORATORIOS S.A.,Directa, $11.743,26-02-2022,18-08-2026,86%,4
1901,SIMILIA Nº 134,LABORATORIO HOCHSTETTER S.A.,Directa, $66.123,03-06-2021,15-11-2024,82%,43
1902,ÁRNICA TINTURA MADRE SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $89.603,22-05-2022,13-05-2026,83%,60
1903,FUCUS TM SOLUCIÓN PARA GOTAS ORALES,KNOP LABORATORIOS S.A.,Directa, $73.023,21-09-2020,16-04-2027,81%,73
1904,PASSIFLORA T.M. SOLUCIÓN PARA GOTAS ORALES,KNOP LABORATORIOS S.A.,Directa, $62.878,15-11-2020,10-04-2027,96%,69
1905,PHYTOLACCA TM SOLUCIÓN PARA GOTAS ORALES,KNOP LABORATORIOS S.A.,Directa, $24.626,25-08-2020,06-12-2025,99%,75
1906,SIMILIA Nº 135,LABORATORIO HOCHSTETTER S.A.,Directa, $43.388,09-10-2021,18-08-2026,98%,16
1907,PLANTAGO TM SOLUCIÓN PARA GOTAS ORALES,KNOP LABORATORIOS S.A.,Directa, $62.183,08-06-2021,15-11-2024,97%,98
1908,QUERCUS TINTURA MADRE SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $61.793,27-05-2020,13-05-2026,88%,86
1909,TARAXACUM TM SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $57.802,17-01-2022,16-04-2027,94%,63
1910,CALENDADERM UNGÜENTO TÓPICO,KNOP LABORATORIOS S.A.,Directa, $89.420,01-11-2020,10-04-2027,88%,16
1911,FUCUS ESPECIAL COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $50.218,13-04-2022,06-12-2025,86%,70
1912,OVUKALEN ÓVULOS VAGINALES,KNOP LABORATORIOS S.A.,Directa, $36.922,18-10-2020,18-08-2026,92%,31
1913,SIMILIA Nº 136,LABORATORIO HOCHSTETTER S.A.,Directa, $30.364,11-09-2021,15-11-2024,99%,64
1914,THUJADERM  UNGÜENTO TÓPICO 10%,KNOP LABORATORIOS S.A.,Directa, $77.640,17-03-2021,13-05-2026,82%,43
1915,AESCULUS UNGÜENTO TÓPICO,KNOP LABORATORIOS S.A.,Directa, $22.491,13-09-2021,16-04-2027,96%,0
1916,ÁRNICA UNGÜENTO TÓPICO 10%,KNOP LABORATORIOS S.A.,Directa, $51.512,08-11-2020,10-04-2027,82%,91
1917,ECHINACEA UNGÜENTO TÓPICO,KNOP LABORATORIOS S.A.,Directa, $78.942,08-10-2020,06-12-2025,87%,0
1918,GRAPHITES UNGÜENTO TÓPICO 10%,KNOP LABORATORIOS S.A.,Directa, $51.611,06-02-2022,18-08-2026,99%,14
1919,HAMAMELIS UNGÜENTO TÓPICO,KNOP LABORATORIOS S.A.,Directa, $31.298,04-03-2021,16-04-2027,99%,82
1920,ACTAEA RACEMOSA D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $14.468,26-11-2021,10-04-2027,82%,71
1921,IRIS VERSICOLOR D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $27.996,04-06-2021,06-12-2025,100%,11
1922,ARSENICUM ALBUM D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $38.505,01-12-2019,18-08-2026,92%,95
1923,SIMILIA Nº 137,LABORATORIO HOCHSTETTER S.A.,Directa, $35.081,31-03-2021,15-11-2024,96%,8
1924,ACONITUM D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $89.209,30-12-2021,13-05-2026,92%,7
1925,CHAMOMILLA D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $25.719,29-03-2022,16-04-2027,92%,52
1926,FERRUM PHOSPHORICUM D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $18.781,02-02-2022,10-04-2027,89%,57
1927,CAUSTICUM D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $44.212,04-04-2021,06-12-2025,87%,69
1928,KALIUM JODATUM D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $51.639,14-01-2022,18-08-2026,89%,33
1929,STAPHYSAGRIA D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $17.269,18-09-2020,15-11-2024,100%,72
1930,CALCIUM CARBONICUM D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $61.227,09-04-2022,13-05-2026,80%,3
1931,CHINA D6 COMPRIMIOS,KNOP LABORATORIOS S.A.,Directa, $80.619,01-12-2020,16-04-2027,90%,94
1932,ANTIMONIUM CRUDO D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $40.616,06-08-2021,10-04-2027,93%,79
1933,COLOCYNTHIS D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $40.621,31-12-2021,06-12-2025,95%,49
1934,SIMILIA Nº 138,LABORATORIO HOCHSTETTER S.A.,Directa, $77.556,15-11-2021,18-08-2026,91%,82
1935,CACTUS D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $12.640,09-11-2020,15-11-2024,95%,82
1936,KORO 2 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $89.030,28-01-2020,13-05-2026,88%,13
1937,GELSEMIUM D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $10.682,27-02-2022,16-04-2027,87%,26
1938,COFFEA D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $51.763,29-07-2021,10-04-2027,87%,18
1939,KALIUM BROMATUM D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $73.162,04-06-2021,06-12-2025,80%,75
1940,SULFUR YODATUM D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $20.927,24-11-2020,18-08-2026,81%,51
1941,HEPAR SULFURIS D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $10.229,23-04-2020,15-11-2024,97%,77
1942,ACIDUM PHOSPHORICUM D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $52.978,17-12-2019,13-05-2026,80%,57
1943,CARBON VEGETAL D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $48.199,07-12-2019,16-04-2027,86%,97
1944,CHELIDONIUM D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $29.822,31-01-2020,10-04-2027,97%,10
1945,SIMILIA Nº 139,LABORATORIO HOCHSTETTER S.A.,Directa, $51.594,09-04-2020,06-12-2025,99%,13
1946,HAMAMELIS D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $46.529,24-10-2020,18-08-2026,89%,8
1947,SULFUR D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $14.761,01-11-2020,15-11-2024,97%,10
1948,CANTHARIS D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $75.639,17-10-2020,13-05-2026,84%,96
1949,BRYONIA D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $50.931,01-06-2020,16-04-2027,83%,12
1950,LYCOPODIUM D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $76.494,11-01-2020,10-04-2027,85%,9
1951,THUJA D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $30.947,27-04-2021,06-12-2025,91%,40
1952,BELLADONA D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $32.494,11-01-2020,18-08-2026,95%,17
1953,APIS D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $47.291,24-02-2021,15-11-2024,93%,48
1954,IGNATIA D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $44.000,05-08-2020,13-05-2026,96%,38
1955,PULSATILLA D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $17.887,01-12-2020,16-04-2027,93%,51
1956,SIMILIA Nº 140,LABORATORIO HOCHSTETTER S.A.,Directa, $46.764,18-01-2022,10-04-2027,92%,17
1957,NUX VOMICA D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $61.601,18-02-2022,06-12-2025,96%,52
1958,RHUS TOXICODENDRON D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $89.062,07-01-2022,18-08-2026,90%,54
1959,ÁRNICA D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $62.260,16-06-2021,15-11-2024,86%,57
1960,CARTÍLAGO D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $64.688,21-01-2021,13-05-2026,90%,28
1961,ALGAS COMPUESTAS COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa, $26.059,05-08-2021,16-04-2027,84%,46
