id,descripcion,laboratorio,condicion_venta,precio_unitario,year_compra,year_caducidad,porcentaje_efectividad,Ventas_Totales_Year
1837,IKOPLEX Nº 6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa,8000,2022,2023,96,373000
1892,TRAUMEEL S COMPRIMIDOS SUBLINGUALES,Productos Farmacéuticos Heel Chile Ltda.,Indirecta,8000,2022,2023,83,487000
1894,OLEUM JECOR COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Indirecta,8000,2019,2023,94,476000
1898,CALÉNDULA ECHINACEA COMPUESTO SOLUCIÓN TÓPICA,KNOP LABORATORIOS S.A.,Directa,8000,2019,2025,91,453000
1905,PHYTOLACCA TM SOLUCIÓN PARA GOTAS ORALES,KNOP LABORATORIOS S.A.,Directa,8000,2019,2025,86,407000
1956,SIMILIA Nº 140,LABORATORIO HOCHSTETTER S.A.,Indirecta,8000,2021,2025,84,539000
2012,GLÓBULOS COMPLEJOS 117,KNOP LABORATORIOS S.A.,Indirecta,8000,2022,2023,91,458000
2030,GLÓBULOS COMPLEJOS 114,KNOP LABORATORIOS S.A.,Indirecta,8000,2021,2025,87,503000
2036,NATRIUM CHOLEINICUM COMPUESTO SOLUCIÓN ORAL  PARA GOTAS,KNOP LABORATORIOS S.A.,Indirecta,8000,2019,2025,95,491000
2050,SIMILIA N° 149,LABORATORIO HOCHSTETTER S.A.,Indirecta,8000,2019,2025,81,369000
2060,IGNATIA COMPUESTA SOLUCIÓN PARA GOTAS ORALES,PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.,Directa,8000,2020,2024,89,382000
2065,SIMILIA N° 152,LABORATORIO HOCHSTETTER S.A.,Indirecta,8000,2020,2023,89,392000
2074,VIBURCOL SUPOSITORIOS INFANTILES,Productos Farmacéuticos Heel Chile Ltda.,Directa,8000,2019,2024,91,543000
2077,STRUMEEL FORTE NF SOLUCIÓN ORAL PARA GOTAS,Productos Farmacéuticos Heel Chile Ltda.,Indirecta,8000,2021,2025,85,338000
2078,SELENIUM HEELACCORD SOLUCIÓN ORAL PARA GOTAS,PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.,Indirecta,8000,2019,2025,95,501000
2107,"BIOACTIV KNOP H, SOLUCIÓN PARA GOTAS ORALES",KNOP LABORATORIOS S.A.,Directa,8000,2021,2024,97,458000
2110,"BIOACTIV KNOP M, SOLUCIÓN PARA GOTAS ORALES",KNOP LABORATORIOS S.A.,Directa,8000,2020,2025,87,337000
2160,JARABE EXPECTORANTE CON PALTO CON MIEL ADULTOS,LABORATORIOS FASA S.A.,Indirecta,8000,2019,2025,89,447000
2165,BREPTAL JARABE,LABORATORIOS FASA S.A.,Directa,8000,2019,2025,85,494000
2166,KARAYA C.M.C. CÁPSULAS,PHARMA KNOP INVERSIONES LTDA.,Indirecta,8000,2022,2025,85,485000
2173,LEFKAFLAM EMULSIÓN TÓPICA,LABORATORIO ESPECIALIDADES FARMACÉUTICAS KNOP LTDA.,Directa,8000,2021,2025,88,397000
2186,TÉ KNOP N°4,FITOLAB KNOP LTDA.,Indirecta,8000,2021,2025,96,522000
2197,ECHINACEA ANGUSTIFOLIA CÁPSULAS 300 mg,LABORATORIOS FASA S.A.,Indirecta,8000,2022,2023,88,523000
2268,TÉ DE AJENJO COMPUESTO,LABORATORIO HOCHSTETTER S.A.,Indirecta,8000,2020,2025,82,538000
2283,CALENDOL GOTAS,LABORATORIO HOCHSTETTER S.A.,Indirecta,8000,2022,2025,95,428000
2288,VARIPRO CÁPSULAS,FARMACÉUTICA MED - CELL  LTDA.,Indirecta,8000,2021,2024,90,536000
2317,GEALAX COMPRIMIDOS 500 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa,8000,2019,2023,90,391000
2365,ALOE FEROX CÁPSULAS 150 mg,FARMACÉUTICA MED - CELL  LTDA.,Directa,8000,2021,2023,100,361000
2387,DALAY CÁPSULAS,GENOMMA LAB CHILE S.A.,Directa,8000,2020,2023,80,478000
2389,"POLVO DE HOJAS DE CASSIA ANGUSTIFOLIA VAHL JALEA 6,6 %",LABORATORIOS GARDEN HOUSE FARMACÉUTICA S.A.,Directa,8000,2021,2025,80,416000
2424,CHISANDRA COMPUESTA COMPRIMIDOS,JUAN HANCKE OROZCO,Indirecta,8000,2021,2024,92,536000
2437,VAXIGRIP VACUNA ANTIINFLUENZA INACTIVADA SUSPENSIÓN INYECTABLE,LABORATORIO BIOSANO S.A.,Indirecta,8000,2021,2023,97,401000
2487,DICHLOREXAN SOLUCIÓN TÓPICA  2 %,DIFEM LABORATORIOS S.A.,Indirecta,8000,2022,2024,89,383000
2494,A Y R EMULSIÓN DÉRMICA 5%,LABORATORIOS SMB FARMA S.A.,Directa,8000,2020,2024,95,345000
2496,AYREMENTOL LOCIÓN TÓPICA,LABORATORIOS SMB FARMA S.A.,Indirecta,8000,2021,2025,91,485000
2504,GELSOLETS GEL OFTÁLMICO,LABORATORIOS SMB FARMA S.A.,Indirecta,8000,2021,2024,97,520000
2509,DURASOLETS UNGÜENTO OFTÁLMICO,LABORATORIOS SMB FARMA S.A.,Directa,8000,2021,2024,92,422000
16,DIPROBASE CREMA TÓPICA,SCHERING-PLOUGH CIA. LTDA.,Indirecta,7000,2021,2024,93,528000
50,PARACETAMOL MAS CAFEÍNA CÁPSULAS BLANDAS,FARMACÉUTICA MED - CELL  LTDA.,Directa,7000,2022,2024,93,413000
59,CEBION SOLUCIÓN PARA GOTAS ORALES,MERCK S.A.,Directa,7000,2020,2024,81,498000
67,CONMEL COMPRIMIDOS 324 mg,LABORATORIOS LAFI LTDA.,Directa,7000,2020,2024,93,465000
109,COTIBIN FLU POLVO PARA SOLUCIÓN ORAL,LABORATORIOS ANDRÓMACO S.A.,Indirecta,7000,2020,2023,85,353000
171,"SINARTROL CREMA 1,5%",LABORATORIOS SILESIA S.A.,Directa,7000,2021,2024,82,515000
191,POMADA ALCANFORADA AL 10%,LABORATORIO VALMA LTDA.,Indirecta,7000,2022,2023,85,408000
271,MINTA-C COMPRIMIDOS MASTICABLES 100 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa,7000,2022,2024,93,477000
272,ÁCIDO ACETILSALICÍLICO COMPRIMIDOS 500 mg,LABORATORIOS FASA S.A.,Directa,7000,2020,2024,82,469000
312,CEBION SABOR NARANJA COMPRIMIDOS MASTICABLES 500 mg,MERCK S.A.,Directa,7000,2020,2023,88,495000
334,GENIOL  SOLUCIÓN ORAL PARA GOTAS 100 mg/mL,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Indirecta,7000,2022,2024,99,401000
354,NICODROPS SOLUCIÓN OFTÁLMICA,LABORATORIOS SAVAL S.A.,Indirecta,7000,2021,2024,84,472000
366,MENTHOLATUM CALORUB PARCHE TÓPICO 10%,DROGUERIA HOFMANN S.A.C.,Directa,7000,2021,2024,95,345000
377,GESIDOL COMPRIMIDOS MASTICABLES 80 mg,MEDIPHARM LTDA.,Directa,7000,2019,2023,84,419000
388,PREDUAL POLVO PARA SUSPENSIÓN ORAL EN SOBRES,LABORATORIOS ANDRÓMACO S.A.,Directa,7000,2022,2025,85,408000
411,NASTIGRIP COMPRIMIDOS,LABORATORIO BAGÓ DE CHILE S.A.,Directa,7000,2020,2025,97,399000
420,GENIOL COMPUESTO POLVO PARA SOLUCIÓN ORAL,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Indirecta,7000,2022,2025,89,434000
426,DOCIVIN SUSPENSIÓN ORAL 5 mg/5 mL,MINTLAB  CO. S.A.,Indirecta,7000,2021,2023,80,417000
429,BISOLVON COMPRIMIDOS DISPERSABLES 8 mg,BOEHRINGER INGELHEIM LTDA.,Directa,7000,2020,2025,89,336000
527,TOL TOTAL ACTIVE COMPRIMIDOS RECUBIERTOS,LABORATORIOS SAVAL S.A.,Indirecta,7000,2021,2024,95,537000
632,IBUCON COMPRIMIDOS RECUBIERTOS 200 mg,LABORATORIOS  EUROMED CHILE S.A.,Directa,7000,2020,2024,93,339000
715,CHLOROHEX JABÓN CREMOSO 2%,DIVERSEY  INDUSTRIAL Y COMERCIAL CHILE LTDA.,Directa,7000,2022,2024,84,489000
719,AMBROXOL CLORHIDRATO JARABE 15 mg/5 mL,LABORATORIOS  EUROMED CHILE S.A.,Indirecta,7000,2021,2025,99,479000
735,ACAMOL COMPRIMIDOS  500 mg,LABORATORIOS  EUROMED CHILE S.A.,Directa,7000,2019,2024,91,469000
829,"VISCOTEARS GEL LÍQUIDO OFTÁLMICO 0,2%",ALCON LABORATORIOS  CHILE  LTDA.,Directa,7000,2022,2023,90,467000
844,TABLETAS ANTIÁCIDAS PHILLIPS COMPRIMIDOS MASTICABLES,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.,Indirecta,7000,2021,2024,96,524000
845,ECOTRIN COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 325 mg,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.,Indirecta,7000,2019,2024,89,367000
870,"ELITIRAN GEL TÓPICO 1,16%",Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa,7000,2021,2025,80,480000
915,IBUFAS - T CREMA DÉRMICA 5%,LABORATORIOS FASA S.A.,Indirecta,7000,2022,2024,82,516000
920,GRIPEXIN NUEVA FÓRMULA COMPUESTO POLVO PARA SOLUCIÓN ORAL EN SOBRES,ITF - LABOMED FARMACÉUTICA LTDA.,Indirecta,7000,2021,2023,97,411000
926,BROMHEXINA CLORHIDRATO JARABE 4 mg/5 mL,CHEMOPHARMA  S.A.,Indirecta,7000,2019,2025,80,538000
928,DURATEARS UNGÜENTO OFTÁLMICO,ALCON LABORATORIOS  CHILE  LTDA.,Indirecta,7000,2019,2023,96,464000
940,MASTER GEL 5%,MASTER CARE S.A.,Indirecta,7000,2019,2025,90,385000
981,POLIVIDONA YODADA SOLUCIÓN 10% P/V,OPKO CHILE S.A.,Directa,7000,2022,2024,93,481000
1082,POVIDONA YODADA SOLUCIÓN  TÓPICA 10% FASA,LABORATORIOS FASA S.A.,Indirecta,7000,2021,2025,82,546000
1096,CONMEL SUPOSITORIOS 500 mg,LABORATORIOS LAFI LTDA.,Directa,7000,2022,2025,83,391000
1109,KITADOL INFANTIL SUPOSITORIOS 125 mg,LABORATORIO CHILE S.A.,Directa,7000,2019,2024,82,336000
1177,PARACETAMOL COMPRIMIDOS 500 mg,MASTER CARE S.A.,Directa,7000,2020,2024,97,330000
1234,INTRASEPT TINTURA,DROGUERÍA FARMOQUÍMICA DEL PACÍFICO S.A.,Indirecta,7000,2021,2023,89,336000
1238,PARACETAMOL COMPRIMIDOS 500 mg,LABORATORIOS ANDRÓMACO S.A.,Indirecta,7000,2020,2023,81,525000
1287,PEPTINAL FORTE SABOR GUINDA COMPRIMIDOS MASTICABLES,LABORATORIO CHILE S.A.,Directa,7000,2020,2023,93,405000
1312,IBUEVANOL CÁPSULAS BLANDAS 200 mg,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.,Directa,7000,2021,2024,92,389000
1333,PANAGESIC PERIODO MENSTRUAL,CHEMOPHARMA  S.A.,Directa,7000,2019,2025,97,457000
1353,SENSILACER GEL DENTÍFRICO,LABORATORIOS ANDRÓMACO S.A.,Directa,7000,2022,2024,86,438000
1409,DITOPAX LIMÓN/NARANJA COMPRIMIDOS MASTICABLES,SCHERING-PLOUGH CIA. LTDA.,Indirecta,7000,2022,2025,82,538000
1413,TURBOGESIC CREMA DÉRMICA 1%,LABORATORIO CHILE S.A.,Directa,7000,2019,2023,84,426000
1453,VANTUX CÁPSULAS,ALPES CHEMIE S.A.,Indirecta,7000,2020,2023,96,435000
1458,BUCOSEPTIL 5 mg COMPRIMIDOS,INSTITUTO SANITAS S.A.,Indirecta,7000,2021,2024,94,424000
1474,"PIROXICAM GEL 0,5%",INSTITUTO SANITAS S.A.,Indirecta,7000,2022,2025,86,346000
1494,LAXAMALT VASELINA LÍQUIDA CON SABOR,LABORATORIOS FASA S.A.,Directa,7000,2022,2025,100,510000
1523,CALCIMIN GRANULADO 10%,MINTLAB CO. S.A.,Indirecta,7000,2019,2023,100,390000
1526,FLAXIA COMPRIMIDOS RECUBIERTOS 44 mg,LABORATORIO CHILE S.A.,Indirecta,7000,2020,2025,84,380000
1552,"ALOE COMPUESTO, SOLUCIÓN PARA  GOTAS ORALES Nº1",ALS DISTRIBUIDORA LIMITADA,Directa,7000,2019,2024,89,401000
1562,"NATRIUM IODATUM COMPUESTO, SOLUCIÓN PARA GOTAS ORALES Nº29",ALS DISTRIBUIDORA LIMITADA,Directa,7000,2020,2025,100,443000
1567,"SABAL SERRULATA COMPUESTO, SOLUCIÓN PARA GOTAS ORALES Nº30",ALS DISTRIBUIDORA LIMITADA,Directa,7000,2021,2023,83,328000
1622,SANUTRIN-F JARABE ADULTOS,LABORATORIO HOCHSTETTER S.A.,Indirecta,7000,2019,2025,96,507000
1630,ACIDUM PHOSPHORICUM D6 GLÓBULOS,LABORATORIO SEREY S.A.,Directa,7000,2021,2025,92,354000
1645,GRAPHITES D6 GLÓBULOS,LABORATORIO SEREY S.A.,Indirecta,7000,2021,2023,87,487000
1646,HAMAMELIS D6 GLÓBULOS,LABORATORIO SEREY S.A.,Indirecta,7000,2019,2025,86,328000
1651,PASSIFLORA D6 GLÓBULOS,LABORATORIO SEREY S.A.,Indirecta,7000,2019,2025,91,528000
1653,RHUS TOXICODENDRON D6 GLÓBULOS,LABORATORIO SEREY S.A.,Indirecta,7000,2022,2024,89,511000
1674,HOMOIO Nº 3,LABORATORIO HOCHSTETTER S.A.,Directa,7000,2020,2023,82,527000
1695,HOMOIO Nº 25,LABORATORIO HOCHSTETTER S.A.,Directa,7000,2022,2023,86,328000
1696,HOMOIO Nº 26,LABORATORIO HOCHSTETTER S.A.,Directa,7000,2021,2025,88,488000
1720,HOMOIO Nº 51,LABORATORIO HOCHSTETTER S.A.,Directa,7000,2020,2023,95,502000
1723,HOMOIO Nº 54,LABORATORIO HOCHSTETTER S.A.,Indirecta,7000,2020,2024,94,498000
1749,SIMILIA Nº 120,LABORATORIO HOCHSTETTER S.A.,Indirecta,7000,2019,2023,99,335000
1781,GLÓBULO COMPUESTO Nº 19,KNOP LABORATORIOS S.A.,Indirecta,7000,2020,2025,100,393000
1801,GLÓBULO COMPUESTO Nº 38,KNOP LABORATORIOS S.A.,Indirecta,7000,2019,2023,85,455000
1813,GLOBULO COMPUESTO Nº 51,KNOP LABORATORIOS S.A.,Directa,7000,2020,2025,85,432000
1825,IKOPLEX Nº 21 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa,7000,2021,2025,95,527000
1909,TARAXACUM TM SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Indirecta,7000,2021,2024,92,540000
1924,ACONITUM D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa,7000,2022,2025,94,341000
1939,KALIUM BROMATUM D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Indirecta,7000,2022,2025,89,443000
1949,BRYONIA D6 COMPRIMIDOS,KNOP LABORATORIOS S.A.,Indirecta,7000,2019,2023,91,511000
1975,QUERCUS COMPRIMIDOS,KNOP LABORATORIOS S.A.,Indirecta,7000,2022,2025,94,332000
2028,SIMILIA N° 147,LABORATORIO HOCHSTETTER S.A.,Directa,7000,2019,2025,88,445000
2047,CINERARIA MARITIMA COMPUESTA SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa,7000,2020,2025,86,401000
2058,CASTAÑO COMPUESTO SOLUCIÓN PARA GOTAS ORALES,PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.,Indirecta,7000,2021,2023,92,489000
2070,SIMILIA Nº 153,LABORATORIO HOCHSTETTER S.A.,Directa,7000,2022,2025,84,376000
2082,MEDIFORM 67 SOLUCIÓN PARA GOTAS ORALES,LABORATORIO HOCHSTETTER S.A.,Directa,7000,2019,2023,88,438000
2140,PEONIA COMPUESTA SOLUCIÓN PARA GOTAS ORALES Nº 33,ALS DISTRIBUIDORA LIMITADA,Directa,7000,2021,2023,80,449000
2179,JARABE ANTITUSIVO CON EXTRACTOS DE ORIGEN NATURAL,LABORATORIOS LAFI LTDA.,Indirecta,7000,2021,2024,96,329000
2234,HAMMAMELIS COMPUESTO LOCIÓN CAPILAR,KNOP LABORATORIOS S.A.,Indirecta,7000,2021,2023,91,344000
2241,EXTRACTO SECO DE VALERIANA CÁPSULAS BLANDAS 200 mg,CHEMOPHARMA  S.A.,Indirecta,7000,2020,2023,83,444000
2330,ALOE FEROX CÁPSULAS 150 mg,LABORATORIOS FASA S.A.,Indirecta,7000,2020,2025,91,498000
2356,METAMUCIL POLVO SABOR NARANJA,PROCTER & GAMBLE CHILE LTDA.,Indirecta,7000,2022,2023,89,419000
2432,FLUAD VACUNA ANTIGRIPAL SUSPENSIÓN INYECTABLE,NOVARTIS CHILE S.A.,Indirecta,7000,2019,2025,90,415000
2433,"GC-FLU VACUNA ANTIINFLUENZA INACTIVADA, FRACCIONADA SUSPENSIÓN INYECTABLE",LABORATORIO BIOSANO S.A.,Indirecta,7000,2019,2023,87,412000
2456,FLUAZUR PEDIÁTRICO VACUNA ANTIINFLUENZA INACTIVADA SUSPENSIÓN INYECTABLE,NOVARTIS CHILE S.A.,Directa,7000,2021,2024,89,458000
2471,"CIRUELAX JARABE 0,25% P/V",LABORATORIOS GARDEN HOUSE FARMACÉUTICA S.A.,Indirecta,7000,2019,2025,80,379000
2481,DIPROBASE CREMA TÓPICA,SCHERING-PLOUGH CIA. LTDA.,Indirecta,7000,2022,2023,85,545000
44,ORALGENE POLVO PARA SOLUCIÓN BUCAL,LABORATORIO MAVER S.A.,Directa,6000,2019,2025,94,526000
125,KIN GEL 5%,LABORATORIOS ANDRÓMACO S.A.,Directa,6000,2021,2025,94,480000
170,PARACETAMOL/ÁCIDO ACETIL SALICÍLICO COMPRIMIDOS,LABORATORIOS SILESIA S.A.,Directa,6000,2022,2023,81,432000
180,PARACETAMOL SOLUCIÓN PARA GOTAS ORALES 100 mg/mL,LABORATORIO PASTEUR S.A.,Indirecta,6000,2020,2024,93,509000
185,ACEITE DE HÍGADO DE BACALAO CON VITAMINAS A Y D CÁPSULAS BLANDAS,ALS DISTRIBUIDORA LTDA.,Directa,6000,2020,2023,87,330000
196,PANAGESIC CON CAFEÍNA 250/20,CHEMOPHARMA S.A.,Indirecta,6000,2022,2024,80,465000
218,MENTHOSE UNGÜENTO,LABORATORIO PASTEUR S.A.,Indirecta,6000,2019,2024,88,516000
249,"DOLOFAR GEL TÓPICO 2,5%",MEDIPHARM LTDA.,Indirecta,6000,2020,2025,82,407000
265,NAPROXENO SÓDICO COMPRIMIDOS RECUBIERTOS 275 mg,LABORATORIOS ANDRÓMACO S.A.,Directa,6000,2021,2023,81,534000
268,MALTOFER VITAMINADO JARABE,LABORATORIOS ANDRÓMACO S.A.,Indirecta,6000,2021,2025,86,419000
324,DISFRUTAB ANTIGAS FRUTILLA COMPRIMIDOS MASTICABLES,LABORATORIO MAVER S.A.,Indirecta,6000,2021,2025,88,383000
336,"PARACETAMOL, PAMABROM, MEPIRAMINA MALEATO COMPRIMIDOS",FARMACÉUTICA MED - CELL  LTDA.,Directa,6000,2019,2024,83,390000
392,NOSCAPINA COMPRIMIDOS 20 mg,LABORATORIO CHILE S.A.,Directa,6000,2019,2023,97,526000
400,GASDOL SUSPENSIÓN PARA GOTAS ORALES 10 mg/mL,LABORATORIO BAGÓ DE CHILE S.A.,Directa,6000,2020,2025,89,548000
403,METAMIZOL SÓDICO SUPOSITORIOS 500 mg,LABORATORIOS FASA S.A.,Indirecta,6000,2019,2025,82,479000
422,GENIOL COMPUESTO DN POLVO PARA SOLUCIÓN ORAL,MINTLAB  CO. S.A.,Indirecta,6000,2022,2024,95,531000
472,GRIPASAN NUEVA FÓRMULA NOCHE POLVO PARA SOLUCIÓN ORAL EN SOBRES,LABORATORIO CHILE S.A.,Directa,6000,2022,2024,95,523000
501,DOMPERIDONA COMPRIMIDOS 10 mg,MINTLAB  CO. S.A.,Directa,6000,2022,2025,92,522000
503,PARACETAMOL COMPRIMIDOS 500 mg,LABORATORIOS ANDRÓMACO S.A.,Directa,6000,2019,2023,98,483000
546,TAPSIN COMPUESTO NOCHE PLUS COMPRIMIDOS RECUBIERTOS,LABORATORIO MAVER S.A.,Indirecta,6000,2022,2024,86,353000
628,"ÁCIDO ACETILSALICÍLICO, CAFEÍNA Y CINAMEDRINA COMPRIMIDOS",LABORATORIO MAVER S.A.,Indirecta,6000,2019,2023,86,512000
649,PANCRIT COMPRIMIDOS DE DISOLUCIÓN BUCAL,LABORATORIOS ANDRÓMACO S.A.,Indirecta,6000,2020,2024,84,523000
673,ENDUX UD EMULSIÓN OFTÁLMICA,ALLERGAN LABORATORIOS LTDA.,Indirecta,6000,2021,2024,99,411000
709,FRAGIDERM UNGÜENTO DÉRMICO,MINTLAB  CO. S.A.,Indirecta,6000,2019,2025,85,426000
718,FOCUS 500 COMPRIMIDOS  500 mg,LABORATORIO BERLIMED S.A.,Directa,6000,2020,2024,97,533000
763,DOLESS PARCHE DÉRMICO  10%,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa,6000,2022,2025,100,536000
794,GEA ARTROM POLVO PARA SOLUCIÓN ORAL,MINTLAB  CO. S.A.,Directa,6000,2019,2025,90,429000
798,PARACETAMOL COMPRIMIDOS 500 mg,MINTLAB  CO. S.A.,Indirecta,6000,2020,2024,93,522000
809,FENGEL GEL TÓPICO,BESTPHARMA S.A.,Indirecta,6000,2022,2025,80,483000
828,ZOFEX COMPRIMIDOS MASTICABLES 5 mg,LABORATORIOS FASA S.A.,Indirecta,6000,2019,2023,93,335000
858,CALCICAP CÁPSULAS 320 mg,LABORATORIOS ANDRÓMACO S.A.,Directa,6000,2022,2024,89,330000
918,VASELINA LÍQUIDA MEDICINAL,LABORATORIOS FASA S.A.,Indirecta,6000,2022,2025,93,533000
925,AMBROXOL CLORHIDRATO JARABE 15 mg/5 mL,CHEMOPHARMA S.A.,Directa,6000,2022,2024,82,534000
975,BLISTEX CON MEDICACIÓN CREMA LABIAL,LABORATORIOS RIDER LTDA.,Indirecta,6000,2022,2025,87,406000
976,IVAREST CREMA,LABORATORIOS RIDER LTDA.,Indirecta,6000,2020,2023,90,522000
1017,PARACETAMOL INFANTIL COMPRIMIDOS 80 mg,LABORATORIO CHILE S.A.,Directa,6000,2022,2023,87,476000
1018,PARACETAMOL INFANTIL SOLUCIÓN PARA GOTAS ORALES 100 mg/mL,LABORATORIO CHILE S.A.,Directa,6000,2022,2025,82,403000
1036,MAALOX COMPRIMIDOS MASTICABLES,SANOFI-AVENTIS DE CHILE S.A.,Directa,6000,2022,2023,84,381000
1041,PANADOL ADULTOS COMPRIMIDOS RECUBIERTOS 500 mg,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.,Indirecta,6000,2021,2023,100,519000
1048,TUMS EX COMPRIMIDOS,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.,Indirecta,6000,2022,2024,83,520000
1134,CALMOBET GEL 5%,INTERPHARMA S.A.,Indirecta,6000,2022,2023,82,461000
1157,BROMHEXINA CLORHIDRATO JARABE 4 mg/5 mL,RECBEN XENERICS FARMACÉUTICA LTDA.,Directa,6000,2019,2024,89,347000
1160,ATAC COMPRIMIDOS 275 mg,RECBEN XENERICS FARMACÉUTICA LTDA.,Indirecta,6000,2019,2025,81,369000
1170,NAPROXENO SÓDICO SUPOSITORIOS 50 mg,LABORATORIO CHILE S.A.,Indirecta,6000,2020,2023,82,503000
1257,HISPAGLOSS POMADA,HISPA LTDA.,Indirecta,6000,2022,2024,96,378000
1266,DITIAXAN JABÓN AL 10%,MASTER CARE S.A.,Directa,6000,2019,2025,94,481000
1273,GENIOL COMPRIMIDOS 500 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa,6000,2020,2025,89,430000
1305,CARIAMYL LOCIÓN DÉRMICA,LABORATORIOS PRATER S.A.,Directa,6000,2021,2025,92,368000
1328,METAMIZOL SÓDICO + CAFEÍNA + CLORFENAMINA MALEATO COMPRIMIDOS,CHEMOPHARMA  S.A.,Directa,6000,2021,2023,99,378000
1345,GINGILACER PASTA DENTÍFRICA,LABORATORIOS ANDRÓMACO S.A.,Indirecta,6000,2022,2023,87,337000
1351,OPLEX COMPRIMIDOS DE DISOLUCIÓN BUCAL,LABORATORIOS FASA S.A.,Directa,6000,2022,2024,81,451000
1360,FLUOR AID PASTA DENTÍFRICA,LABORATORIOS DENTAID S.A.,Directa,6000,2021,2023,86,476000
1382,NULACID COMPRIMIDOS MASTICABLES,MEDIPHARM LTDA.,Indirecta,6000,2019,2024,83,468000
1394,EXPANDEN SOLUCIÓN PARA INHALACIÓN,LABORATORIOS ANDRÓMACO S.A.,Indirecta,6000,2019,2024,91,501000
1426,MULTAMIN C COMPRIMIDOS MASTICABLES 500 mg,LABORATORIOS FASA S.A.,Indirecta,6000,2020,2023,84,533000
1429,XINTUS INFANTIL JARABE 15 mg/5 mL,LABORATORIOS FASA S.A.,Indirecta,6000,2022,2024,90,351000
1430,"BETACAROTENO CÁPSULAS BLANDAS 1,8 mg",LABORATORIOS FASA S.A.,Directa,6000,2019,2025,82,406000
1451,"DECAMETRINA SHAMPOO Y LOCIÓN 0,02%",CHEMOPHARMA  S.A.,Indirecta,6000,2021,2024,91,357000
1480,SPORTGEL AROMA MENTOL GEL TÓPICO 5%,LABORATORIOS SAVAL S.A.,Directa,6000,2019,2023,80,457000
1514,ANTIAX FORTE SUSPENSIÓN,LABORATORIOS SAVAL S.A.,Directa,6000,2022,2024,84,372000
1584,GLÓBULOS HOMEOPÁTICOS SIMPLES D30,LABORATORIO SEREY S.A.,Directa,6000,2019,2025,84,538000
1588,Nux Vomica-heelaccord Solucion Oral Para Gotas,Productos Farmacéuticos Heel Chile Ltda.,Indirecta,6000,2021,2024,86,406000
1596,Euphorbium Compositum S Solucion Oral Para Gotas.,Productos Farmacéuticos Heel Chile Ltda.,Directa,6000,2019,2023,87,399000
1612,"COMPLEJO ARMÓNICO N° 17, EUPATORIUM COMPUESTO SOLUCIÓN ORAL PARA GOTAS",LABORATORIO SEREY S.A.,Indirecta,6000,2021,2023,81,489000
1631,APIS D6 GLÓBULOS,LABORATORIO SEREY S.A.,Directa,6000,2020,2023,88,448000
1675,HOMOIO Nº 4,LABORATORIO HOCHSTETTER S.A.,Directa,6000,2022,2023,85,470000
1682,HOMOIO Nº 12,LABORATORIO HOCHSTETTER S.A.,Directa,6000,2019,2024,93,349000
1732,SIMILIA Nº 103,LABORATORIO HOCHSTETTER S.A.,Indirecta,6000,2021,2025,93,354000
1757,SIMILIA Nº 128,LABORATORIO HOCHSTETTER S.A.,Indirecta,6000,2021,2023,81,517000
1773,GLÓBULO COMPUESTO Nº 12,KNOP LABORATORIOS S.A.,Directa,6000,2022,2023,90,444000
1818,GLOBULO COMPUESTO Nº 57,KNOP LABORATORIOS S.A.,Indirecta,6000,2019,2024,81,351000
1847,ACID SULFUR COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Indirecta,6000,2019,2024,93,383000
1916,ÁRNICA UNGÜENTO TÓPICO 10%,KNOP LABORATORIOS S.A.,Directa,6000,2022,2025,82,402000
1969,FUCUS COMPRIMIDOS,KNOP LABORATORIOS S.A.,Directa,6000,2020,2024,90,328000
2035,IRIS VERS COMPUESTO SOLUCIÓN PARA GOTAS ORALES,KNOP LABORATORIOS S.A.,Indirecta,6000,2022,2025,98,419000
